USPS	GEOID	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                        
NE	31049	State Senate District 49	74032272	1606931	28.584	0.62	41.162026	-96.146111                                                                                                                     
NV	32001	State Senate District 1	111951443	112001	43.225	0.043	36.270818	-115.114644                                                                                                                    
NV	32002	State Senate District 2	54856890	0	21.18	0.	36.190778	-115.08925                                                                                                                               
NV	32003	State Senate District 3	64959856	0	25.081	0.	36.184494	-115.222227                                                                                                                             
NV	32004	State Senate District 4	70783505	16683	27.33	0.006	36.216855	-115.157919                                                                                                                       
NV	32005	State Senate District 5	101551029	0	39.209	0.	36.033632	-115.031189                                                                                                                            
NV	32006	State Senate District 6	66554281	0	25.697	0.	36.201302	-115.284154                                                                                                                             
NV	32007	State Senate District 7	59794569	0	23.087	0.	36.105571	-115.066786                                                                                                                             
NV	32008	State Senate District 8	66135850	113050	25.535	0.044	36.141497	-115.310801                                                                                                                     
NV	32009	State Senate District 9	87472140	0	33.773	0.	36.078815	-115.291298                                                                                                                             
NV	32010	State Senate District 10	111265644	0	42.96	0.	36.091758	-115.166485                                                                                                                            
NV	32011	State Senate District 11	126159380	0	48.71	0.	36.00355	-115.244164                                                                                                                             
NV	32012	State Senate District 12	71999639	0	27.799	0.	36.012873	-115.132008                                                                                                                            
NV	32013	State Senate District 13	90365655	309427	34.89	0.119	39.526616	-119.756195                                                                                                                     
NV	32014	State Senate District 14	80436739383	649914517	31056.8	250.933	40.833597	-118.079542                                                                                                           
NV	32015	State Senate District 15	194408518	697134	75.062	0.269	39.548829	-119.842214                                                                                                                   
NV	32016	State Senate District 16	1878332391	113927729	725.228	43.988	39.346682	-119.743653                                                                                                             
NV	32017	State Senate District 17	50933556874	505802057	19665.557	195.291	38.771848	-118.113532                                                                                                         
NV	32018	State Senate District 18	93891133	0	36.252	0.	36.279971	-115.263067                                                                                                                            
NV	32019	State Senate District 19	138912556549	133437751	53634.44	51.521	38.934252	-115.390204                                                                                                          
NV	32020	State Senate District 20	10823085521	434278139	4178.817	167.676	36.338084	-114.374957                                                                                                          
NV	32021	State Senate District 21	180625493	1272345	69.74	0.491	36.123795	-115.000065                                                                                                                   
NH	33001	State Senate District 1	6061729939	126235987	2340.447	48.74	44.565063	-71.442984                                                                                                               
NH	33002	State Senate District 2	1192761232	142082058	460.528	54.858	43.701639	-71.530725                                                                                                               
NH	33003	State Senate District 3	3393163705	158027375	1310.108	61.015	43.95945	-71.274251                                                                                                               
NH	33004	State Senate District 4	234334044	12310783	90.477	4.753	43.24644	-71.055165                                                                                                                    
NH	33005	State Senate District 5	1620201191	44462736	625.563	17.167	43.669011	-72.075461                                                                                                                
NH	33006	State Senate District 6	759996630	69357113	293.436	26.779	43.399612	-71.185693                                                                                                                 
NH	33007	State Senate District 7	1831542099	52209754	707.162	20.158	43.409955	-71.841126                                                                                                                
NH	33008	State Senate District 8	1682496388	45765519	649.616	17.67	43.190051	-72.093871                                                                                                                 
NH	33009	State Senate District 9	1011452393	20369632	390.524	7.865	42.852734	-72.003673                                                                                                                 
NH	33010	State Senate District 10	1140819160	32134486	440.473	12.407	42.953522	-72.24719                                                                                                                
NH	33011	State Senate District 11	304377782	3889628	117.521	1.502	42.845698	-71.626627                                                                                                                  
NH	33012	State Senate District 12	436137792	11234775	168.394	4.338	42.75834	-71.776439                                                                                                                  
NH	33013	State Senate District 13	37944109	1430209	14.65	0.552	42.741646	-71.466362                                                                                                                     
NH	33014	State Senate District 14	247677457	11831216	95.629	4.568	42.882149	-71.376972                                                                                                                  
NH	33015	State Senate District 15	350761952	13971463	135.43	5.394	43.207591	-71.605278                                                                                                                  
NH	33016	State Senate District 16	350538168	7218761	135.344	2.787	43.045064	-71.392338                                                                                                                  
NH	33017	State Senate District 17	1061194765	25623869	409.73	9.893	43.247544	-71.350693                                                                                                                 
NH	33018	State Senate District 18	82981219	4264748	32.039	1.647	42.84952	-71.454142                                                                                                                     
NH	33019	State Senate District 19	195963445	6469722	75.662	2.498	42.863071	-71.260624                                                                                                                   
NH	33020	State Senate District 20	33275663	1250268	12.848	0.483	43.006157	-71.470116                                                                                                                    
NH	33021	State Senate District 21	254556891	30513961	98.285	11.782	43.104544	-70.909577                                                                                                                 
NH	33022	State Senate District 22	188891647	4613032	72.931	1.781	42.783163	-71.230759                                                                                                                   
NH	33023	State Senate District 23	466438305	9173788	180.093	3.542	42.948986	-71.080092                                                                                                                  
NH	33024	State Senate District 24	250975640	59908537	96.902	23.131	42.989897	-70.843529                                                                                                                 
NH	33ZZZ	State Senate Districts not defined	0	131522062	0.	50.781	42.904329	-70.75435                                                                                                                   
NJ	34001	State Senate District 1	1793808733	1460488822	692.593	563.898	39.200944	-74.954004                                                                                                             
NJ	34002	State Senate District 2	823043262	286160885	317.779	110.487	39.445605	-74.556375                                                                                                               
NJ	34003	State Senate District 3	1613950358	146574310	623.15	56.593	39.604963	-75.304734                                                                                                                
NJ	34004	State Senate District 4	756482160	8192267	292.079	3.163	39.658418	-74.95447                                                                                                                    
NJ	34005	State Senate District 5	145027403	11124267	55.995	4.295	39.885885	-75.09578                                                                                                                    
NJ	34006	State Senate District 6	185709318	2038141	71.703	0.787	39.862696	-74.9877                                                                                                                      
NJ	34007	State Senate District 7	269839953	18419872	104.186	7.112	40.02795	-74.886984                                                                                                                   
NJ	34008	State Senate District 8	2046461415	40604256	790.143	15.677	39.820569	-74.652585                                                                                                                
NJ	34009	State Senate District 9	1008608931	681811816	389.426	263.249	39.789879	-74.234099                                                                                                              
NJ	34010	State Senate District 10	214179434	61458120	82.695	23.729	40.025671	-74.130121                                                                                                                 
NJ	34011	State Senate District 11	329242174	165575871	127.121	63.929	40.24644	-74.094586                                                                                                                
NJ	34012	State Senate District 12	818759358	17298278	316.125	6.679	40.171867	-74.412327                                                                                                                 
NJ	34013	State Senate District 13	315876862	316319649	121.961	122.132	40.404786	-74.071404                                                                                                              
NJ	34014	State Senate District 14	374413730	4851646	144.562	1.873	40.266627	-74.553465                                                                                                                  
NJ	34015	State Senate District 15	658812895	11388828	254.369	4.397	40.362448	-74.840333                                                                                                                 
NJ	34016	State Senate District 16	744531479	16487197	287.465	6.366	40.499908	-74.731791                                                                                                                 
NJ	34017	State Senate District 17	214634926	4570750	82.871	1.765	40.488954	-74.511692                                                                                                                   
NJ	34018	State Senate District 18	179121756	3721055	69.159	1.437	40.500355	-74.393771                                                                                                                   
NJ	34019	State Senate District 19	128665893	18525700	49.678	7.153	40.524318	-74.295068                                                                                                                  
NJ	34020	State Senate District 20	67731466	3542652	26.151	1.368	40.674349	-74.232078                                                                                                                    
NJ	34021	State Senate District 21	356911666	3126611	137.804	1.207	40.678335	-74.488877                                                                                                                  
NJ	34022	State Senate District 22	114542938	2803621	44.225	1.082	40.612868	-74.266238                                                                                                                   
NJ	34023	State Senate District 23	1465329263	25806191	565.767	9.964	40.756648	-74.946037                                                                                                                
NJ	34024	State Senate District 24	1773911678	53408647	684.911	20.621	41.055669	-74.715212                                                                                                               
NJ	34025	State Senate District 25	737058168	43728826	284.58	16.884	40.945395	-74.484342                                                                                                                 
NJ	34026	State Senate District 26	383374226	25382049	148.022	9.8	40.935846	-74.365584                                                                                                                   
NJ	34027	State Senate District 27	145694045	3124609	56.253	1.206	40.800731	-74.266833                                                                                                                   
NJ	34028	State Senate District 28	46040456	58079	17.776	0.022	40.724566	-74.238239                                                                                                                      
NJ	34029	State Senate District 29	52011134	4867821	20.082	1.879	40.727019	-74.161866                                                                                                                    
NJ	34030	State Senate District 30	305237537	7936989	117.853	3.064	40.157218	-74.169878                                                                                                                  
NJ	34031	State Senate District 31	59784223	31585857	23.083	12.195	40.703572	-74.09671                                                                                                                   
NJ	34032	State Senate District 32	19635435	4236511	7.581	1.636	40.738225	-74.049272                                                                                                                     
NJ	34033	State Senate District 33	36815964	5658864	14.215	2.185	40.783623	-74.039599                                                                                                                    
NJ	34034	State Senate District 34	50296837	380803	19.42	0.147	40.794947	-74.189126                                                                                                                      
NJ	34035	State Senate District 35	47426439	1362327	18.311	0.526	40.920247	-74.157155                                                                                                                    
NJ	34036	State Senate District 36	72680936	7967271	28.062	3.076	40.820647	-74.072797                                                                                                                    
NJ	34037	State Senate District 37	76686664	7630707	29.609	2.946	40.885706	-73.991134                                                                                                                    
NJ	34038	State Senate District 38	107511762	2004230	41.511	0.774	40.918565	-74.06673                                                                                                                    
NJ	34039	State Senate District 39	285532071	16101721	110.245	6.217	41.025061	-74.080431                                                                                                                 
NJ	34040	State Senate District 40	223846918	7048324	86.428	2.721	40.927066	-74.228841                                                                                                                   
NM	35001	State Senate District 1	429071858	2200354	165.666	0.85	36.768579	-108.322062                                                                                                                   
NM	35002	State Senate District 2	2184569109	38092970	843.467	14.708	36.812836	-107.847503                                                                                                               
NM	35003	State Senate District 3	7470740574	13126432	2884.469	5.068	36.24587	-108.519439                                                                                                                
NM	35004	State Senate District 4	10194167295	8454983	3935.99	3.264	35.505425	-108.540422                                                                                                                
NM	35005	State Senate District 5	6171290083	48178611	2382.749	18.602	36.491707	-106.310798                                                                                                              
NM	35006	State Senate District 6	5924883802	3325796	2287.611	1.284	36.398635	-105.733072                                                                                                                
NM	35007	State Senate District 7	19967071103	24395925	7709.33	9.419	36.327558	-103.283634                                                                                                               
NM	35008	State Senate District 8	39526449156	105141628	15261.248	40.595	35.800336	-104.597339                                                                                                           
NM	35009	State Senate District 9	378092234	1436672	145.982	0.555	35.293918	-106.487819                                                                                                                  
NM	35010	State Senate District 10	73339666	3101375	28.317	1.197	35.165527	-106.654303                                                                                                                   
NM	35011	State Senate District 11	28111853	5740	10.854	0.002	35.054119	-106.709031                                                                                                                      
NM	35012	State Senate District 12	37555897	126958	14.5	0.049	35.234779	-106.699823                                                                                                                      
NM	35013	State Senate District 13	50386430	493206	19.454	0.19	35.122535	-106.626788                                                                                                                     
NM	35014	State Senate District 14	254061137	4508788	98.094	1.741	34.974661	-106.607867                                                                                                                  
NM	35015	State Senate District 15	29045058	222820	11.214	0.086	35.125386	-106.582314                                                                                                                    
NM	35016	State Senate District 16	101114754	488951	39.041	0.189	35.043267	-106.554713                                                                                                                   
NM	35017	State Senate District 17	20259915	52540	7.822	0.02	35.07505	-106.548918                                                                                                                        
NM	35018	State Senate District 18	24357418	0	9.404	0.	35.120485	-106.539547                                                                                                                             
NM	35019	State Senate District 19	2980362026	736345	1150.724	0.284	35.112551	-106.112062                                                                                                                
NM	35020	State Senate District 20	76762221	229026	29.638	0.088	35.139495	-106.457675                                                                                                                    
NM	35021	State Senate District 21	42134280	72172	16.268	0.028	35.169607	-106.537746                                                                                                                     
NM	35022	State Senate District 22	28381519930	61411286	10958.167	23.711	36.037046	-107.310304                                                                                                           
NM	35023	State Senate District 23	377694562	2349251	145.829	0.907	35.15243	-106.826465                                                                                                                  
NM	35024	State Senate District 24	38397851	0	14.825	0.	35.64377	-106.008305                                                                                                                             
NM	35025	State Senate District 25	1076024046	579670	415.455	0.224	35.69235	-105.899044                                                                                                                  
NM	35026	State Senate District 26	27395171	1160827	10.577	0.448	35.098989	-106.709494                                                                                                                   
NM	35027	State Senate District 27	24010615278	67640478	9270.551	26.116	33.907784	-103.973009                                                                                                            
NM	35028	State Senate District 28	18038018464	32318747	6964.518	12.478	32.056337	-108.344646                                                                                                            
NM	35029	State Senate District 29	3195213117	1894948	1233.679	0.732	34.233921	-106.730696                                                                                                               
NM	35030	State Senate District 30	13426227213	7297893	5183.896	2.818	34.831068	-107.665149                                                                                                              
NM	35031	State Senate District 31	527644871	960987	203.725	0.371	32.040256	-106.583586                                                                                                                  
NM	35032	State Senate District 32	5776972696	10175429	2230.502	3.929	32.970977	-104.705779                                                                                                              
NM	35033	State Senate District 33	17126355018	4036467	6612.523	1.558	33.59567	-105.488724                                                                                                               
NM	35034	State Senate District 34	18467759609	40024094	7130.442	15.453	32.467317	-105.403594                                                                                                            
NM	35035	State Senate District 35	53891948799	180732110	20807.799	69.781	33.467845	-107.67108                                                                                                           
NM	35036	State Senate District 36	994104186	5221311	383.826	2.016	32.52955	-107.02262                                                                                                                   
NM	35037	State Senate District 37	1041103985	203660	401.973	0.079	32.236403	-106.510195                                                                                                                 
NM	35038	State Senate District 38	3191785679	2149531	1232.355	0.83	32.045634	-106.988302                                                                                                                
NM	35039	State Senate District 39	12907804720	3478136	4983.731	1.343	34.883231	-105.840897                                                                                                              
NM	35040	State Senate District 40	752842062	32894	290.674	0.013	35.341207	-106.83508                                                                                                                    
NM	35041	State Senate District 41	8206253043	20453359	3168.452	7.897	32.365981	-103.57941                                                                                                               
NM	35042	State Senate District 42	6779013640	30018919	2617.392	11.59	32.846892	-103.830986                                                                                                              
NY	36001	State Senate District 1	1108383902	2844847080	427.949	1098.402	41.030764	-72.403431                                                                                                            
NY	36002	State Senate District 2	382772941	261003543	147.789	100.774	40.898971	-73.306509                                                                                                               
NY	36003	State Senate District 3	467642817	366575804	180.558	141.536	40.771086	-72.933144                                                                                                               
NY	36004	State Senate District 4	181936336	239399	70.246	0.092	40.752591	-73.299456                                                                                                                     
NY	36005	State Senate District 5	165680434	85379591	63.97	32.965	40.66089	-73.524665                                                                                                                    
NY	36006	State Senate District 6	104940580	4272177	40.518	1.649	40.691835	-73.612713                                                                                                                    
NY	36007	State Senate District 7	309755331	182036384	119.597	70.285	40.854003	-73.599531                                                                                                                
NY	36008	State Senate District 8	266182853	375850067	102.774	145.117	40.640915	-73.316691                                                                                                               
NY	36009	State Senate District 9	108977207	104470149	42.076	40.336	40.613132	-73.678934                                                                                                                 
NY	36010	State Senate District 10	72486048	168934526	27.987	65.226	40.576406	-73.856628                                                                                                                 
NY	36011	State Senate District 11	56884200	18656373	21.963	7.203	40.783558	-73.856287                                                                                                                   
NY	36012	State Senate District 12	26438488	270857	10.208	0.105	40.735889	-73.907574                                                                                                                     
NY	36013	State Senate District 13	12581174	0	4.858	0.	40.752361	-73.871245                                                                                                                              
NY	36014	State Senate District 14	34525753	176370	13.33	0.068	40.701054	-73.777621                                                                                                                      
NY	36015	State Senate District 15	26815790	0	10.354	0.	40.70102	-73.853989                                                                                                                              
NY	36016	State Senate District 16	38158644	594719	14.733	0.23	40.749561	-73.800269                                                                                                                      
NY	36017	State Senate District 17	15934669	0	6.152	0.	40.620942	-73.995503                                                                                                                              
NY	36018	State Senate District 18	19428115	297079	7.501	0.115	40.699971	-73.918223                                                                                                                      
NY	36019	State Senate District 19	37634374	23580341	14.531	9.104	40.620057	-73.856372                                                                                                                   
NY	36020	State Senate District 20	15741646	227326	6.078	0.088	40.664017	-73.955538                                                                                                                      
NY	36021	State Senate District 21	20477148	616621	7.906	0.238	40.63117	-73.936407                                                                                                                       
NY	36022	State Senate District 22	22412061	6082311	8.653	2.348	40.603514	-73.945858                                                                                                                     
NY	36023	State Senate District 23	44280738	38128794	17.097	14.722	40.603655	-74.053717                                                                                                                  
NY	36024	State Senate District 24	117463122	103390626	45.353	39.919	40.550795	-74.146751                                                                                                                
NY	36025	State Senate District 25	15138365	376699	5.845	0.145	40.685235	-73.942838                                                                                                                      
NY	36026	State Senate District 26	23378507	21165110	9.026	8.172	40.659578	-74.011142                                                                                                                    
NY	36027	State Senate District 27	10436348	4024111	4.029	1.554	40.718628	-73.99989                                                                                                                      
NY	36028	State Senate District 28	11225360	2243490	4.334	0.866	40.762829	-73.966699                                                                                                                     
NY	36029	State Senate District 29	19547340	6871136	7.547	2.653	40.806767	-73.906581                                                                                                                     
NY	36030	State Senate District 30	10713265	2260199	4.136	0.873	40.812055	-73.952564                                                                                                                     
NY	36031	State Senate District 31	12778715	5840245	4.934	2.255	40.858886	-73.926843                                                                                                                     
NY	36032	State Senate District 32	12053934	0	4.654	0.	40.834406	-73.897252                                                                                                                              
NY	36033	State Senate District 33	24730020	3165671	9.548	1.222	40.898104	-73.913774                                                                                                                     
NY	36034	State Senate District 34	48022834	36212538	18.542	13.982	40.856121	-73.804867                                                                                                                  
NY	36035	State Senate District 35	186091668	34662909	71.85	13.383	41.04749	-73.837544                                                                                                                   
NY	36036	State Senate District 36	29203318	304863	11.275	0.118	40.892209	-73.840067                                                                                                                     
NY	36037	State Senate District 37	296113486	68897997	114.33	26.602	41.041443	-73.701629                                                                                                                 
NY	36038	State Senate District 38	378097621	56634678	145.984	21.867	41.132218	-74.025909                                                                                                                
NY	36039	State Senate District 39	1263092263	58839227	487.683	22.718	41.556279	-73.875823                                                                                                               
NY	36040	State Senate District 40	1042917011	109536563	402.673	42.292	41.313637	-73.74395                                                                                                               
NY	36041	State Senate District 41	5912006336	168975675	2282.639	65.242	42.100115	-73.900007                                                                                                             
NY	36042	State Senate District 42	1850940177	53731229	714.652	20.746	41.37059	-74.343972                                                                                                                
NY	36043	State Senate District 43	3249246835	54649861	1254.541	21.1	42.913462	-73.480832                                                                                                                
NY	36044	State Senate District 44	2162451112	90233511	834.927	34.839	43.099378	-73.869184                                                                                                               
NY	36045	State Senate District 45	18762929232	1115699385	7244.408	430.774	44.325052	-74.123338                                                                                                          
NY	36046	State Senate District 46	2703669440	48291422	1043.893	18.645	42.748099	-74.182443                                                                                                              
NY	36047	State Senate District 47	9813958	5250504	3.789	2.027	40.769705	-73.991089                                                                                                                      
NY	36048	State Senate District 48	3194679104	499867264	1233.473	193.	42.98806	-76.43306                                                                                                                 
NY	36049	State Senate District 49	19796647790	2928726898	7643.529	1130.788	43.7629	-75.258781                                                                                                           
NY	36050	State Senate District 50	1755997856	178013462	677.995	68.731	43.251884	-76.225431                                                                                                              
NY	36051	State Senate District 51	14018086325	237290381	5412.414	91.618	42.198603	-74.906841                                                                                                            
NY	36052	State Senate District 52	3339707210	63451236	1289.468	24.499	42.438004	-76.201873                                                                                                              
NY	36053	State Senate District 53	6422129265	141409855	2479.598	54.599	43.008357	-75.521203                                                                                                             
NY	36054	State Senate District 54	5320445181	2092695747	2054.235	807.994	43.064285	-77.312495                                                                                                           
NY	36055	State Senate District 55	411960613	763063420	159.059	294.62	43.268281	-77.420998                                                                                                               
NY	36056	State Senate District 56	348632938	449913738	134.608	173.713	43.323395	-77.715489                                                                                                              
NY	36057	State Senate District 57	10526489019	1201236130	4064.3	463.8	42.411309	-78.724096                                                                                                              
NY	36058	State Senate District 58	9650984937	364296800	3726.266	140.656	42.335874	-77.099661                                                                                                            
NY	36059	State Senate District 59	15803307	3189464	6.102	1.231	40.744542	-73.94998                                                                                                                      
NY	36060	State Senate District 60	2233526662	426514699	862.37	164.678	42.717476	-78.762405                                                                                                              
NY	36061	State Senate District 61	292808868	20158761	113.054	7.783	43.003075	-78.846373                                                                                                                 
NY	36062	State Senate District 62	2854717374	3323227511	1102.213	1283.105	43.362979	-78.42568                                                                                                           
NY	36063	State Senate District 63	174407895	30202936	67.339	11.661	42.886773	-78.81193                                                                                                                  
NC	37001	State Senate District 1	9531038466	4951807662	3679.955	1911.904	36.091815	-76.321864                                                                                                           
NC	37002	State Senate District 2	9285553824	5316559691	3585.173	2052.735	34.983367	-76.384162                                                                                                           
NC	37003	State Senate District 3	5020341046	515746122	1938.365	199.131	35.323969	-77.076875                                                                                                             
NC	37004	State Senate District 4	3077502999	25404351	1188.231	9.809	35.49537	-77.911054                                                                                                                 
NC	37005	State Senate District 5	2998694064	11953923	1157.802	4.615	35.734178	-77.465863                                                                                                                
NC	37006	State Senate District 6	1973791551	370648831	762.085	143.108	34.710976	-77.431317                                                                                                              
NC	37007	State Senate District 7	473347222	352378324	182.76	136.054	34.176726	-77.863481                                                                                                                
NC	37008	State Senate District 8	4656101456	561850048	1797.731	216.932	34.160084	-78.420001                                                                                                             
NC	37009	State Senate District 9	10204115620	220887530	3939.831	85.285	34.785718	-78.092013                                                                                                             
NC	37010	State Senate District 10	2051314542	9406181	792.017	3.632	35.513419	-78.367348                                                                                                                 
NC	37011	State Senate District 11	3327206067	55539492	1284.641	21.444	36.088153	-78.188728                                                                                                              
NC	37012	State Senate District 12	2301503336	27206108	888.615	10.504	35.394737	-78.94602                                                                                                                
NC	37013	State Senate District 13	651486077	19644623	251.54	7.585	35.650346	-78.747214                                                                                                                  
NC	37014	State Senate District 14	342735925	1552154	132.331	0.599	35.77846	-78.501302                                                                                                                   
NC	37015	State Senate District 15	160898683	961161	62.123	0.371	35.84635	-78.615614                                                                                                                     
NC	37016	State Senate District 16	223577882	2746889	86.324	1.061	35.825902	-78.742373                                                                                                                   
NC	37017	State Senate District 17	227935039	3223362	88.006	1.245	35.786141	-78.854825                                                                                                                   
NC	37018	State Senate District 18	1932837867	44405409	746.273	17.145	36.1991	-78.625398                                                                                                                 
NC	37019	State Senate District 19	326715341	4800323	126.146	1.853	35.046292	-78.937057                                                                                                                  
NC	37020	State Senate District 20	1960020919	72537376	756.768	28.007	35.715165	-79.219984                                                                                                               
NC	37021	State Senate District 21	3170268367	31365237	1224.048	12.11	35.20637	-79.190638                                                                                                                
NC	37022	State Senate District 22	549758182	24755443	212.263	9.558	36.079154	-78.873558                                                                                                                 
NC	37023	State Senate District 23	3147782635	48395063	1215.366	18.685	36.285014	-79.147057                                                                                                              
NC	37024	State Senate District 24	4290542341	12867753	1656.588	4.968	34.768637	-79.208839                                                                                                               
NC	37025	State Senate District 25	1556250486	39475967	600.872	15.242	35.986509	-79.505648                                                                                                               
NC	37026	State Senate District 26	2519905517	32991359	972.941	12.738	36.268539	-79.756969                                                                                                               
NC	37027	State Senate District 27	382809476	10066186	147.804	3.887	36.093478	-79.918849                                                                                                                 
NC	37028	State Senate District 28	235391766	5647542	90.885	2.181	36.080696	-79.784871                                                                                                                   
NC	37029	State Senate District 29	5907201579	68556128	2280.783	26.47	35.237611	-79.931956                                                                                                               
NC	37030	State Senate District 30	2115229315	45107745	816.695	17.416	35.834422	-80.318634                                                                                                               
NC	37031	State Senate District 31	1919174984	26543205	740.998	10.248	36.300404	-80.24956                                                                                                                
NC	37032	State Senate District 32	301400174	2679137	116.371	1.034	36.091713	-80.268923                                                                                                                  
